reestr_number,href,stage,description,price,order_number,supplier1_organization,supplier1_inn,supplier2_organization,supplier2_inn,supplier3_organization,supplier3_inn,supplier4_organization,supplier4_inn,supplier5_organization,supplier5_inn
1890102475621000050,/epz/contract/contractCard/common-info.html?reestrNumber=1890102475621000050,Исполнение завершено,"№ 
                                        
                                        87","410 105,76 ₽",390100007821000001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕРРИТОРИЯ ПРАВА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕРРИТОРИЯ ПРАВА"")",8901014388,,,,,,,,
2770203815021000383,/epz/contract/contractCard/common-info.html?reestrNumber=2770203815021000383,Исполнение завершено,"№ 
                                        
                                        0173200001421000287","265 562 723,88 ₽",173200001421000287,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНАНС-ИТ"" (ООО ""ФИНАНС-ИТ"")",7718916547,,,,,,,,
2890101721221000018,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000018,Исполнение завершено,"№ 
                                        
                                        25-2021","27 968 700,78 ₽",190200000321002159,"АКЦИОНЕРНОЕ ОБЩЕСТВО ЛАБОРАТОРИЯ НОВЫХ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""ЛАНИТ"" (АО ""ЛАНИТ"")",7727004113,,,,,,,,
2550307934121000013,/epz/contract/contractCard/common-info.html?reestrNumber=2550307934121000013,Исполнение завершено,"№ 
                                        
                                        Ф.2021.0119","5 710 000,00 ₽",152200004721000119,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТАПРАЙМ"" (ООО ""МЕТАПРАЙМ"")",7802732322,,,,,,,,
2344414509921000018,/epz/contract/contractCard/common-info.html?reestrNumber=2344414509921000018,Исполнение,"№ 
                                        
                                        53-21","12 300 450,00 ₽",129200005321000360,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"")",7707049388,,,,,,,,
1771053836421000011,/epz/contract/contractCard/common-info.html?reestrNumber=1771053836421000011,Исполнение,"№ 
                                        
                                        27-юр","457 000 000,00 ₽",173100008521000006,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЮДЖЕТНЫЕ И ФИНАНСОВЫЕ ТЕХНОЛОГИИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЮДЖЕТНЫЕ И ФИНАНСОВЫЕ ТЕХНОЛОГИИ"")",7706673610,,,,,,,,
2246503513721000119,/epz/contract/contractCard/common-info.html?reestrNumber=2246503513721000119,Исполнение завершено,"№ 
                                        
                                        0119200000121001410","1 091 866,67 ₽",119200000121001410,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕБЗАВОД"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕБЗАВОД"")",6315621958,,,,,,,,
2780204545721000035,/epz/contract/contractCard/common-info.html?reestrNumber=2780204545721000035,Исполнение завершено,"№ 
                                        
                                        03722000409210000300001","149 970,00 ₽",372200040921000030,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИСТА"" (ООО ""Виста"")",7802037992,,,,,,,,
2682901896321000002,/epz/contract/contractCard/common-info.html?reestrNumber=2682901896321000002,Исполнение,"№ 
                                        
                                        0164200003021000647_47175","15 900 000,00 ₽",164200003021000647,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЕЙСИСТЕМС""",2128050753,,,,,,,,
3500800179921000009,/epz/contract/contractCard/common-info.html?reestrNumber=3500800179921000009,Исполнение,"№ 
                                        
                                        16-22.2021","360 000,00 ₽",848300057121000022,Соловьева Наталья Алексеевна,500707326272,,,,,,,,
2165542739521000043,/epz/contract/contractCard/common-info.html?reestrNumber=2165542739521000043,Исполнение,"№ 
                                        
                                        2021.007","3 102 750,00 ₽",811500001121000007,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-ПРОЕКТЫ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-ПРОЕКТЫ"")",1615013359,,,,,,,,
1027500646221000050,/epz/contract/contractCard/common-info.html?reestrNumber=1027500646221000050,Исполнение,"№ 
                                        
                                        128","1 386 840,00 ₽",101100000921000027,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСКРА-КЛАСС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСКРА-КЛАСС"")",276106935,,,,,,,,
2344414509921000020,/epz/contract/contractCard/common-info.html?reestrNumber=2344414509921000020,Исполнение,"№ 
                                        
                                        55-21","4 150 000,00 ₽",129200005321000382,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БФТ-ЭКСПЕРТ"" (ООО ""БФТ-ЭКСПЕРТ"")",7810551859,,,,,,,,
2771482395821000024,/epz/contract/contractCard/common-info.html?reestrNumber=2771482395821000024,Исполнение прекращено,"№ 
                                        
                                        69-Р-050/21","78 700 000,00 ₽",173200001421000312,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФТ КОМПАНИ"" (ООО ""СОФТ КОМПАНИ"")",7709454374,,,,,,,,
2770135608621000050,/epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000050,Исполнение,"№ 
                                        
                                        50/05/21","65 000 000,00 ₽",173200001421000313,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ САЙТСОФТ"" (ООО ""КОМПАНИЯ САЙТСОФТ"")",6672286746,,,,,,,,
2470307759721000007,/epz/contract/contractCard/common-info.html?reestrNumber=2470307759721000007,Исполнение завершено,"№ 
                                        
                                        21000006","1 430 000,00 ₽",345200005921000006,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНТЛАБ"" (ООО ""АВАНТЛАБ"")",7801381262,,,,,,,,
2263680575921000011,/epz/contract/contractCard/common-info.html?reestrNumber=2263680575921000011,Исполнение,"№ 
                                        
                                        10/21-ОЭК","1 591 300,00 ₽",821200001521000003,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕС ИТ"" (ООО ""БИЗНЕС ИТ"")",2635086195,,,,,,,,
3450102003721000005,/epz/contract/contractCard/common-info.html?reestrNumber=3450102003721000005,Исполнение,"№ 
                                        
                                        08435000002210005820001","747 576,00 ₽",843500000221000582,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕФЕЙ МАРКЕТ"" (ООО""ЦЕФЕЙ МАРКЕТ"")",4501100691,,,,,,,,
3861901488521000066,/epz/contract/contractCard/common-info.html?reestrNumber=3861901488521000066,Исполнение завершено,"№ 
                                        
                                        01873000017210000940001","130 539,99 ₽",187300001721000094,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БФТ-ЭКСПЕРТ"" (ООО ""БФТ-ЭКСПЕРТ"")",7810551859,,,,,,,,
2890101721221000019,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000019,Исполнение завершено,"№ 
                                        
                                        26-2021","361 593,75 ₽",190200000321002440,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНЛИМ-ИТ"" (ООО ""АНЛИМ-ИТ"")",7202226910,,,,,,,,
3861400732321000004,/epz/contract/contractCard/common-info.html?reestrNumber=3861400732321000004,Исполнение,"№ 
                                        
                                        55/21","7 300 000,00 ₽",187300003221000054,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯНЭНЕРГО"" (ООО ""ЯНЭНЕРГО"")",7813351008,,,,,,,,
2673200542421000001,/epz/contract/contractCard/common-info.html?reestrNumber=2673200542421000001,Исполнение,"№ 
                                        
                                        001","230 000,00 ₽",163200000321001254,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТРПРОГРАММСИСТЕМ"" (ООО ""ЦПС"")",3123055260,,,,,,,,
1784246167921000300,/epz/contract/contractCard/common-info.html?reestrNumber=1784246167921000300,Исполнение,"№ 
                                        
                                        84/2021-ЭА","5 641 650,00 ₽",372100052921000089,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИТАЛАБ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИТАЛАБ"")",7814756624,,,,,,,,
1781502228821000087,/epz/contract/contractCard/common-info.html?reestrNumber=1781502228821000087,Исполнение,"№ 
                                        
                                        17-21/ЭА","300 000,00 ₽",372100033821000037,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГРАММ ПЛЮС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГРАММ ПЛЮС"")",3702014835,,,,,,,,
1770540134021001500,/epz/contract/contractCard/common-info.html?reestrNumber=1770540134021001500,Исполнение,"№ 
                                        
                                        0373100128521000141","180 000 000,00 ₽",373100128521000141,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"")",7707049388,,,,,,,,
2753601057121000006,/epz/contract/contractCard/common-info.html?reestrNumber=2753601057121000006,Исполнение завершено,"№ 
                                        
                                        2386-ЭА","1 000 000,00 ₽",891200000621002301,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБРАЗОВАТЕЛЬНЫЕ ТЕХНОЛОГИИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБРАЗОВАТЕЛЬНЫЕ ТЕХНОЛОГИИ"")",7718948436,,,,,,,,
2623411959521000006,/epz/contract/contractCard/common-info.html?reestrNumber=2623411959521000006,Исполнение завершено,"№ 
                                        
                                        18/2021","1 969 933,33 ₽",859200001121002143,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЛЕКСНЫЕ РЕШЕНИЯ"" (ООО ""КОМПЛЕКСНЫЕ РЕШЕНИЯ"")",7111500107,,,,,,,,
2771402996021000038,/epz/contract/contractCard/common-info.html?reestrNumber=2771402996021000038,Исполнение завершено,"№ 
                                        
                                        0373200020221000032_49674","4 496 666,67 ₽",373200020221000032,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБОРАТОРИЯ ""АКРОСС-ИНЖИНИРИНГ"" (ООО ""ЛАБОРАТОРИЯ ""АКРОСС-ИНЖИНИРИНГ"")",7725558187,,,,,,,,
2770376666621000010,/epz/contract/contractCard/common-info.html?reestrNumber=2770376666621000010,Исполнение завершено,"№ 
                                        
                                        27-03/21","934 249,00 ₽",173500000421000026,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФЕССИОНАЛЬНЫЕ СИСТЕМЫ АВТОМАТИЗАЦИИ"" (ООО ""ПРОФЕССИОНАЛЬНЫЕ СИСТЕМЫ АВТОМАТИЗАЦИИ"")",7728353460,,,,,,,,
1732500169821000017,/epz/contract/contractCard/common-info.html?reestrNumber=1732500169821000017,Исполнение завершено,"№ 
                                        
                                        0368100013821000003","620 000,00 ₽",368100013821000003,БЕРДНИКОВА ЕЛЕНА ЮРЬЕВНА,344707599703,,,,,,,,
1770989550921002362,/epz/contract/contractCard/common-info.html?reestrNumber=1770989550921002362,Исполнение завершено,"№ 
                                        
                                        ФКУ0121/04/2021/РИС","134 900 000,00 ₽",895100000121000028,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРГАНИЗАЦИОННО-ТЕХНОЛОГИЧЕСКИЕ РЕШЕНИЯ 2000"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРГАНИЗАЦИОННО-ТЕХНОЛОГИЧЕСКИЕ РЕШЕНИЯ 2000"")",7718162032,,,,,,,,
1590229380521000094,/epz/contract/contractCard/common-info.html?reestrNumber=1590229380521000094,Исполнение прекращено,"№ 
                                        
                                        92","1 444 866,33 ₽",356100029621000024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОГСТРИМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОГСТРИМ"")",2725097681,,,,,,,,
2165904802021000077,/epz/contract/contractCard/common-info.html?reestrNumber=2165904802021000077,Исполнение,"№ 
                                        
                                        013","1 562 100,00 ₽",311200046521000013,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ВЫЧИСЛИТЕЛЬНЫХ СИСТЕМ - ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ВЫЧИСЛИТЕЛЬНЫХ СИСТЕМ - ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ"")",1660352650,,,,,,,,
2890101740621000004,/epz/contract/contractCard/common-info.html?reestrNumber=2890101740621000004,Исполнение,"№ 
                                        
                                        89-09-01-13/22 ДЭ","6 883 500,00 ₽",190200000321002636,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ЦИФРОВАЯ КОМПАНИЯ ""КРИСТА"" (ООО ""НЦК""КРИСТА"")",7604350794,,,,,,,,
2526094147121000007,/epz/contract/contractCard/common-info.html?reestrNumber=2526094147121000007,Исполнение,"№ 
                                        
                                        3ЭК-21","13 739 239,00 ₽",832200006621000136,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУНЕТСОФТ"" (ООО ""РУНЕТСОФТ"")",7806381636,,,,,,,,
2470312595621000021,/epz/contract/contractCard/common-info.html?reestrNumber=2470312595621000021,Исполнение завершено,"№ 
                                        
                                        1404","55 000 000,00 ₽",145200000421000272,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕТРИКА"" (ООО ""НЕТРИКА"")",7842388475,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИРТЕХ"" (АО ""ИРТЕХ"")",6311102655.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НТР ТОМСК"" (ООО ""НТР ТОМСК"")",7017118839.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВВХВ"" (ООО ""ВВХВ"")",7840075452.0,Поронько Павел Сергеевич,222332243778.0
2450112538221000012,/epz/contract/contractCard/common-info.html?reestrNumber=2450112538221000012,Исполнение завершено,"№ 
                                        
                                        08435000002210006480001","106 133,34 ₽",843500000221000648,СТЕБЛИНА ЕГОР ИГОРЕВИЧ,451002475100,,,,,,,,
1254002991421000034,/epz/contract/contractCard/common-info.html?reestrNumber=1254002991421000034,Исполнение,"№ 
                                        
                                        25007/21","404 702,40 ₽",120100008021000007,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-ПРИМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-ПРИМ"")",2540099534,,,,,,,,
1695012798321000080,/epz/contract/contractCard/common-info.html?reestrNumber=1695012798321000080,Исполнение завершено,"№ 
                                        
                                        0136100012621000100001","110 000,00 ₽",136100012621000010,АФАНАСЬЕВ МИХАИЛ НИКОЛАЕВИЧ,690504051985,,,,,,,,
2860402682421000009,/epz/contract/contractCard/common-info.html?reestrNumber=2860402682421000009,Исполнение,"№ 
                                        
                                        0187200001721000073","1 700 000,00 ₽",187200001721000073,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ И КОМПЬЮТЕРНЫЕ СЕТИ"" (ООО «ИНТЕК"")",6367652805,,,,,,,,
1770640629121000034,/epz/contract/contractCard/common-info.html?reestrNumber=1770640629121000034,Исполнение,"№ 
                                        
                                        140-36/2021","10 464 200,00 ₽",173100009221000021,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАВЕР"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАВЕР"")",7726293416,,,,,,,,
2745131093921000007,/epz/contract/contractCard/common-info.html?reestrNumber=2745131093921000007,Исполнение завершено,"№ 
                                        
                                        Ф.2021.0334","14 572 000,00 ₽",869200000221000334,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГИСГИС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГИСГИС"")",1655436375,,,,,,,,
3434800553421000027,/epz/contract/contractCard/common-info.html?reestrNumber=3434800553421000027,Исполнение завершено,"№ 
                                        
                                        01403000408210000880001","228 000,00 ₽",140300040821000088,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТЭК""",4345183610,,,,,,,,
2890101721221000011,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000011,Исполнение завершено,"№ 
                                        
                                        15-2021","13 016 000,00 ₽",190200000321001283,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕТРИС"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕТРИС"")",7730545793,,,,,,,,
2745131093921000002,/epz/contract/contractCard/common-info.html?reestrNumber=2745131093921000002,Исполнение завершено,"№ 
                                        
                                        Ф.2021.0362","1 546 000,00 ₽",869200000221000362,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТПРОФЦЕНТР"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТПРОФЦЕНТР"")",6671396471,,,,,,,,
2781012035521000003,/epz/contract/contractCard/common-info.html?reestrNumber=2781012035521000003,Исполнение,"№ 
                                        
                                        03722002160210000020001","211 120,00 ₽",372200216021000002,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ИНФОСТРОЙ"" (ООО ""Компания Инфострой"")",7813306372,,,,,,,,
3245100084021000022,/epz/contract/contractCard/common-info.html?reestrNumber=3245100084021000022,Исполнение завершено,"№ 
                                        
                                        31","100 000,00 ₽",119300019821000251,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОБИЗ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОБИЗ"")",2460212174,,,,,,,,
3025001030821000006,/epz/contract/contractCard/common-info.html?reestrNumber=3025001030821000006,Исполнение,"№ 
                                        
                                        0801300012121000003_147411","163 600,00 ₽",801300012121000003,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АПО ""РЕСПЕКТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АПО ""РЕСПЕКТ"")",265027262,,,,,,,,
1770640629121000037,/epz/contract/contractCard/common-info.html?reestrNumber=1770640629121000037,Исполнение,"№ 
                                        
                                        140-34/2021","6 800 000,00 ₽",173100009221000023,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОНСУЛЬТАЦИОННО-ВНЕДРЕНЧЕСКАЯ ФИРМА В ОБЛАСТИ МЕЖДУНАРОДНОЙ СТАНДАРТИЗАЦИИ И СЕРТИФИКАЦИИ - ""ФИРМА ""ИНТЕРСТАНДАРТ"" (ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОНСУЛЬТАЦИОННО-ВНЕДРЕНЧЕСКАЯ ФИРМА В ОБЛАСТИ МЕЖДУНАРОДНОЙ СТАНДАРТИЗАЦИИ И СЕРТИФИКАЦИИ - ""ФИРМА ""ИНТЕРСТАНДАРТ"")",7706108376,,,,,,,,
2771921079321000077,/epz/contract/contractCard/common-info.html?reestrNumber=2771921079321000077,Исполнение прекращено,"№ 
                                        
                                        107-21-ЭА","161 500,00 ₽",873500000821000572,Индивидуальный предприниматель Выропаев Владимир Александрович,774361264570,,,,,,,,
3235204541621000001,/epz/contract/contractCard/common-info.html?reestrNumber=3235204541621000001,Исполнение завершено,"№ 
                                        
                                        03183000088210000610001","300 000,00 ₽",318300008821000061,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НПО ""КРИСТА"" (ООО ""НПО ""КРИСТА"")",7707758779,,,,,,,,
2420521406421000006,/epz/contract/contractCard/common-info.html?reestrNumber=2420521406421000006,Исполнение,"№ 
                                        
                                        22-ЭА","5 656 500,00 ₽",139200000121000923,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПК СОФТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПК СОФТ"")",5408260727,,,,,,,,
2165542739521000039,/epz/contract/contractCard/common-info.html?reestrNumber=2165542739521000039,Исполнение завершено,"№ 
                                        
                                        2021.005","6 331 930,00 ₽",811500001121000005,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕКОМ ИНТЕГРАЦИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕКОМ ИНТЕГРАЦИЯ"")",7731642944,,,,,,,,
3665837473621000041,/epz/contract/contractCard/common-info.html?reestrNumber=3665837473621000041,Исполнение,"№ 
                                        
                                        103-09/44РН","2 700 000,00 ₽",162300005321000259,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР""",6670024921,,,,,,,,
1771358337221000012,/epz/contract/contractCard/common-info.html?reestrNumber=1771358337221000012,Исполнение,"№ 
                                        
                                        0348100082721000015","164 312,00 ₽",348100082721000015,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ СОЗИДАНИЕ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ СОЗИДАНИЕ"")",7731507832,,,,,,,,
2773141945621000056,/epz/contract/contractCard/common-info.html?reestrNumber=2773141945621000056,Исполнение завершено,"№ 
                                        
                                        0373200597221000011_295062","2 885 440,36 ₽",373200597221000011,"ООО ""СТАНДАРТ ПРОФЕССИОНАЛЬНОЙ ОРГАНИЗАЦИИ""",7728871253,,,,,,,,
1770584623621000008,/epz/contract/contractCard/common-info.html?reestrNumber=1770584623621000008,Исполнение,"№ 
                                        
                                        0173100013821000002","14 800 000,00 ₽",173100013821000002,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Е.СОФТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Е.СОФТ"")",7728216470,,,,,,,,
2770963906121000003,/epz/contract/contractCard/common-info.html?reestrNumber=2770963906121000003,Исполнение завершено,"№ 
                                        
                                        К/21-7","1 500 000,00 ₽",373200077921000001,ФОНД ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ (ФОНД ИНТЕХ),7725494198,,,,,,,,
2770963906121000004,/epz/contract/contractCard/common-info.html?reestrNumber=2770963906121000004,Исполнение,"№ 
                                        
                                        К/21-8","2 500 000,00 ₽",373200077921000002,ФОНД ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ (ФОНД ИНТЕХ),7725494198,,,,,,,,
2970512610421000058,/epz/contract/contractCard/common-info.html?reestrNumber=2970512610421000058,Исполнение завершено,"№ 
                                        
                                        ЭК-15/04/21/1-МСКР","399 733 711,32 ₽",173200001421000198,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРОДОРСТРОЙ"" (АО ""ЦДС"")",7702059544,,,,,,,,
2771482395821000014,/epz/contract/contractCard/common-info.html?reestrNumber=2771482395821000014,Исполнение завершено,"№ 
                                        
                                        69-Р-036/21","40 595 900,00 ₽",873500000621000004,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭАРИУС"" (ООО ""ЭАРИУС"")",7721303533,,,,,,,,
3222100318721000007,/epz/contract/contractCard/common-info.html?reestrNumber=3222100318721000007,Исполнение завершено,"№ 
                                        
                                        0317300301921000137","495 000,00 ₽",317300301921000137,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИТРА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИТРА"")",2224089425,,,,,,,,
2590600258121000004,/epz/contract/contractCard/common-info.html?reestrNumber=2590600258121000004,Исполнение завершено,"№ 
                                        
                                        16/2021-02","300 000,00 ₽",156200000921000003,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕС СИСТЕМС"" (ООО ""ДЕС СИСТЕМС"")",6686092155,,,,,,,,
2344416428521000007,/epz/contract/contractCard/common-info.html?reestrNumber=2344416428521000007,Исполнение,"№ 
                                        
                                        29-21","1 300 000,00 ₽",129200005321000249,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ВНЕДРЕНИЯ""",9729290311,,,,,,,,
1771001099021000015,/epz/contract/contractCard/common-info.html?reestrNumber=1771001099021000015,Исполнение,"№ 
                                        
                                        0348100021021000004-0008931-01","9 800 000,00 ₽",348100021021000004,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАТУРУМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАТУРУМ"")",1001269856,,,,,,,,
