reestr_number,href,stage,description,price,order_number
2583706156921000003,/epz/contract/contractCard/common-info.html?reestrNumber=2583706156921000003,Исполнение,"№ 
                                        
                                        16-ГУ","2 006 130,00 ₽",855200000521000431
1770989550921002489,/epz/contract/contractCard/common-info.html?reestrNumber=1770989550921002489,Исполнение,"№ 
                                        
                                        ФКУ0133/05/2021/РИС","7 228 333,00 ₽",895100000121000030
2344416428521000012,/epz/contract/contractCard/common-info.html?reestrNumber=2344416428521000012,Исполнение завершено,"№ 
                                        
                                        43-21","1 144 500,00 ₽",129200005321000465
3450116154221000003,/epz/contract/contractCard/common-info.html?reestrNumber=3450116154221000003,Исполнение,"№ 
                                        
                                        2-2021","170 000,00 ₽",843500000221000704
2470312595621000020,/epz/contract/contractCard/common-info.html?reestrNumber=2470312595621000020,Исполнение завершено,"№ 
                                        
                                        2305","24 000 000,00 ₽",145200000421000294
2623411959521000007,/epz/contract/contractCard/common-info.html?reestrNumber=2623411959521000007,Исполнение прекращено,"№ 
                                        
                                        20/2021","6 510 000,00 ₽",859200001121002380
1770153780821000029,/epz/contract/contractCard/common-info.html?reestrNumber=1770153780821000029,Исполнение,"№ 
                                        
                                        Ф-13-кс-2021","16 500 000,00 ₽",173100003121000008
2732505661921000072,/epz/contract/contractCard/common-info.html?reestrNumber=2732505661921000072,Исполнение завершено,"№ 
                                        
                                        0168500000621000808","2 985 000,00 ₽",168500000621000808
2183107289521000010,/epz/contract/contractCard/common-info.html?reestrNumber=2183107289521000010,Исполнение завершено,"№ 
                                        
                                        0813500000121003060","20 591,00 ₽",813500000121003060
2890101721221000020,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000020,Исполнение завершено,"№ 
                                        
                                        28-2021","1 050 000,00 ₽",190200000321003006
2504401088721000031,/epz/contract/contractCard/common-info.html?reestrNumber=2504401088721000031,Исполнение,"№ 
                                        
                                        2021.013","17 140,39 ₽",348200002921000013
3482600121321000038,/epz/contract/contractCard/common-info.html?reestrNumber=3482600121321000038,Исполнение завершено,"№ 
                                        
                                        30","157 608,00 ₽",146300030221000125
3720208659621000008,/epz/contract/contractCard/common-info.html?reestrNumber=3720208659621000008,Исполнение,"№ 
                                        
                                        01001.21.006","1 795 000,00 ₽",167300000521000510
2745313657021000006,/epz/contract/contractCard/common-info.html?reestrNumber=2745313657021000006,Исполнение завершено,"№ 
                                        
                                        0169200000721000004-08/2-5","343 820,00 ₽",169200000721000004
3720208659621000009,/epz/contract/contractCard/common-info.html?reestrNumber=3720208659621000009,Исполнение,"№ 
                                        
                                        01001.21.007","1 179 998,64 ₽",167300000521000511
2170105135821000009,/epz/contract/contractCard/common-info.html?reestrNumber=2170105135821000009,Исполнение завершено,"№ 
                                        
                                        2021/001099","6 993 382,16 ₽",112200000821001099
2170105135821000008,/epz/contract/contractCard/common-info.html?reestrNumber=2170105135821000008,Исполнение завершено,"№ 
                                        
                                        2021/001100","10 923 330,00 ₽",112200000821001100
2470312595621000023,/epz/contract/contractCard/common-info.html?reestrNumber=2470312595621000023,Исполнение,"№ 
                                        
                                        1096","6 300 000,00 ₽",145200000421000304
2623411636121000062,/epz/contract/contractCard/common-info.html?reestrNumber=2623411636121000062,Исполнение,"№ 
                                        
                                        08592000011210024410001","279 265,72 ₽",859200001121002441
2780103150021000020,/epz/contract/contractCard/common-info.html?reestrNumber=2780103150021000020,Исполнение,"№ 
                                        
                                        0372200135021000012","1 063 344,00 ₽",372200135021000012
2540664361121000018,/epz/contract/contractCard/common-info.html?reestrNumber=2540664361121000018,Исполнение завершено,"№ 
                                        
                                        0851200000621001296","745 000,00 ₽",851200000621001296
1772801635121000154,/epz/contract/contractCard/common-info.html?reestrNumber=1772801635121000154,Исполнение завершено,"№ 
                                        
                                        10У-21-А/44","1 301 433,00 ₽",373100059321000080
1772801635121000155,/epz/contract/contractCard/common-info.html?reestrNumber=1772801635121000155,Исполнение завершено,"№ 
                                        
                                        11У-21-А/44","712 800,00 ₽",373100059321000081
2165542739521000045,/epz/contract/contractCard/common-info.html?reestrNumber=2165542739521000045,Исполнение завершено,"№ 
                                        
                                        2021.011","1 454 400,00 ₽",811500001121000011
2770587414521000019,/epz/contract/contractCard/common-info.html?reestrNumber=2770587414521000019,Исполнение завершено,"№ 
                                        
                                        0373200081221000210","2 126 912,31 ₽",373200081221000210
2770996621321000020,/epz/contract/contractCard/common-info.html?reestrNumber=2770996621321000020,Исполнение завершено,"№ 
                                        
                                        22-44-ТГ/21","855 412,05 ₽",373200081221000210
2504713492221000027,/epz/contract/contractCard/common-info.html?reestrNumber=2504713492221000027,Исполнение,"№ 
                                        
                                        30/21","39 300 000,00 ₽",148000000121000011
2770382036021000018,/epz/contract/contractCard/common-info.html?reestrNumber=2770382036021000018,Исполнение завершено,"№ 
                                        
                                        0373200081221000212-ПР","2 924 751,20 ₽",373200081221000212
2121508098521000001,/epz/contract/contractCard/common-info.html?reestrNumber=2121508098521000001,Исполнение прекращено,"№ 
                                        
                                        1","1 609 910,00 ₽",308200005621000001
2770780719021000017,/epz/contract/contractCard/common-info.html?reestrNumber=2770780719021000017,Исполнение завершено,"№ 
                                        
                                        ОУЗ/0216-21","1 895 894,26 ₽",373200081221000216
2770284750621000019,/epz/contract/contractCard/common-info.html?reestrNumber=2770284750621000019,Исполнение завершено,"№ 
                                        
                                        0373200081221000216","923 248,62 ₽",373200081221000216
2330401955221000022,/epz/contract/contractCard/common-info.html?reestrNumber=2330401955221000022,Исполнение,"№ 
                                        
                                        40-ВЛ/21","3 000 000,00 ₽",128200000121002214
2772912320421000200,/epz/contract/contractCard/common-info.html?reestrNumber=2772912320421000200,Исполнение завершено,"№ 
                                        
                                        21/176","1 138 000,00 ₽",373200025621000176
2332901363321000009,/epz/contract/contractCard/common-info.html?reestrNumber=2332901363321000009,Исполнение,"№ 
                                        
                                        0128200000121002225","715 000,00 ₽",128200000121002225
1771053836421000013,/epz/contract/contractCard/common-info.html?reestrNumber=1771053836421000013,Исполнение,"№ 
                                        
                                        30-юр","7 000 000,00 ₽",173100008521000007
2470312595621000027,/epz/contract/contractCard/common-info.html?reestrNumber=2470312595621000027,Исполнение,"№ 
                                        
                                        937","980 000,00 ₽",845200000321000005
2344416428521000019,/epz/contract/contractCard/common-info.html?reestrNumber=2344416428521000019,Исполнение прекращено,"№ 
                                        
                                        49-21","23 423 088,00 ₽",129200005321000517
2344416428521000028,/epz/contract/contractCard/common-info.html?reestrNumber=2344416428521000028,Исполнение,"№ 
                                        
                                        58-21","1 300 000,00 ₽",129200005321000518
2332802376621000006,/epz/contract/contractCard/common-info.html?reestrNumber=2332802376621000006,Исполнение,"№ 
                                        
                                        0128200000121002234_354822_2","2 353 990,00 ₽",128200000121002234
2332802376621000004,/epz/contract/contractCard/common-info.html?reestrNumber=2332802376621000004,Исполнение прекращено,"№ 
                                        
                                        0128200000121002234_354822","2 342 230,00 ₽",128200000121002234
3744601194021000203,/epz/contract/contractCard/common-info.html?reestrNumber=3744601194021000203,Исполнение завершено,"№ 
                                        
                                        372","583 880,00 ₽",169300000321000541
2770880330421000021,/epz/contract/contractCard/common-info.html?reestrNumber=2770880330421000021,Исполнение завершено,"№ 
                                        
                                        0373200081221000227/КС","1 671 473,81 ₽",373200081221000227
2770137863621000024,/epz/contract/contractCard/common-info.html?reestrNumber=2770137863621000024,Исполнение завершено,"№ 
                                        
                                        44-БМ-2021-0227","948 783,77 ₽",373200081221000227
3666100466121000034,/epz/contract/contractCard/common-info.html?reestrNumber=3666100466121000034,Исполнение,"№ 
                                        
                                        ДИ.2021.553","9 730 000,00 ₽",162300005321000553
2890102503721000007,/epz/contract/contractCard/common-info.html?reestrNumber=2890102503721000007,Исполнение завершено,"№ 
                                        
                                        08-2021","5 170 000,00 ₽",190200000321003095
2470312595621000026,/epz/contract/contractCard/common-info.html?reestrNumber=2470312595621000026,Исполнение,"№ 
                                        
                                        3051","4 999 000,00 ₽",145200000421000326
3170104834821000009,/epz/contract/contractCard/common-info.html?reestrNumber=3170104834821000009,Исполнение,"№ 
                                        
                                        Ф.2021.041","5 880 000,00 ₽",312300017321000041
2291600075721000016,/epz/contract/contractCard/common-info.html?reestrNumber=2291600075721000016,Исполнение,"№ 
                                        
                                        13/2021","476 480,00 ₽",124200000621001519
2770135608621000051,/epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000051,Исполнение,"№ 
                                        
                                        52/05/21","46 929 782,10 ₽",373200640921000007
1770216661021000017,/epz/contract/contractCard/common-info.html?reestrNumber=1770216661021000017,Исполнение завершено,"№ 
                                        
                                        16-04р-21-2829","30 000 000,00 ₽",173100008721000006
2650114465321000005,/epz/contract/contractCard/common-info.html?reestrNumber=2650114465321000005,Исполнение,"№ 
                                        
                                        5/2021","25 000 000,00 ₽",361200015021001422
2770135608621000053,/epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000053,Исполнение,"№ 
                                        
                                        56/05/21","419 999 487,45 ₽",173200001421000458
2745131093921000024,/epz/contract/contractCard/common-info.html?reestrNumber=2745131093921000024,Исполнение завершено,"№ 
                                        
                                        Ф.2021.0852","1 597 500,00 ₽",869200000221000852
2780514528021000022,/epz/contract/contractCard/common-info.html?reestrNumber=2780514528021000022,Исполнение,"№ 
                                        
                                        0372200200521000006-55","128 453,21 ₽",372200200521000006
1222414444321000028,/epz/contract/contractCard/common-info.html?reestrNumber=1222414444321000028,Исполнение,"№ 
                                        
                                        18 ЭА","880 320,00 ₽",117100023021000018
2771087800021000038,/epz/contract/contractCard/common-info.html?reestrNumber=2771087800021000038,Исполнение,"№ 
                                        
                                        ГК 6401/21-3760","251 899 789,24 ₽",173200001421000468
2616304944421000008,/epz/contract/contractCard/common-info.html?reestrNumber=2616304944421000008,Исполнение,"№ 
                                        
                                        01582000003210000090001","630 000,00 ₽",158200000321000009
2462905259321000008,/epz/contract/contractCard/common-info.html?reestrNumber=2462905259321000008,Исполнение завершено,"№ 
                                        
                                        0744200000221001987","500 000,00 ₽",744200000221001987
3507200430021000001,/epz/contract/contractCard/common-info.html?reestrNumber=3507200430021000001,Исполнение завершено,"№ 
                                        
                                        0848300048321000029","1 506 674,56 ₽",848300048321000029
2026500793221000194,/epz/contract/contractCard/common-info.html?reestrNumber=2026500793221000194,Исполнение завершено,"№ 
                                        
                                        0131","330 312,00 ₽",301300280721000131
2770281924121000003,/epz/contract/contractCard/common-info.html?reestrNumber=2770281924121000003,Исполнение завершено,"№ 
                                        
                                        0Р5/18-05/21","9 349 200,00 ₽",373200613121000002
2732513366221000016,/epz/contract/contractCard/common-info.html?reestrNumber=2732513366221000016,Исполнение,"№ 
                                        
                                        04/23","6 000 000,00 ₽",168500000621000920
2745131093921000025,/epz/contract/contractCard/common-info.html?reestrNumber=2745131093921000025,Исполнение завершено,"№ 
                                        
                                        Ф.2021.0865","4 350 000,00 ₽",869200000221000865
2532102884021000054,/epz/contract/contractCard/common-info.html?reestrNumber=2532102884021000054,Исполнение завершено,"№ 
                                        
                                        0250200000121000031","18 013,63 ₽",250200000121000031
2780514300421000072,/epz/contract/contractCard/common-info.html?reestrNumber=2780514300421000072,Исполнение завершено,"№ 
                                        
                                        56/85-21","150 000,00 ₽",372200066221000029
3701719974021000005,/epz/contract/contractCard/common-info.html?reestrNumber=3701719974021000005,Исполнение завершено,"№ 
                                        
                                        2021.270","349 522,33 ₽",165300010521000270
2410112101621000004,/epz/contract/contractCard/common-info.html?reestrNumber=2410112101621000004,Исполнение,"№ 
                                        
                                        26/21-ГК","14 995 000,00 ₽",138200001821000003
2772313596521000004,/epz/contract/contractCard/common-info.html?reestrNumber=2772313596521000004,Исполнение прекращено,"№ 
                                        
                                        0373200266921000003_55287","262 649,00 ₽",373200266921000003
1770656053621000027,/epz/contract/contractCard/common-info.html?reestrNumber=1770656053621000027,Исполнение завершено,"№ 
                                        
                                        0015-07-21","5 000 000,00 ₽",173100010921000015
2645212134721000019,/epz/contract/contractCard/common-info.html?reestrNumber=2645212134721000019,Исполнение,"№ 
                                        
                                        0860200000821001936","2 176 716,66 ₽",860200000821001936
1770216661021000020,/epz/contract/contractCard/common-info.html?reestrNumber=1770216661021000020,Исполнение завершено,"№ 
                                        
                                        16-04р-21-2832","40 431 610,00 ₽",173100008721000009
2771087800021000042,/epz/contract/contractCard/common-info.html?reestrNumber=2771087800021000042,Исполнение завершено,"№ 
                                        
                                        ГК 6401/21-3761","268 732 952,81 ₽",173200001421000490
2470312595621000024,/epz/contract/contractCard/common-info.html?reestrNumber=2470312595621000024,Исполнение,"№ 
                                        
                                        2818","20 300 000,00 ₽",145200000421000363
2745131093921000027,/epz/contract/contractCard/common-info.html?reestrNumber=2745131093921000027,Исполнение прекращено,"№ 
                                        
                                        Ф.2021.0876","2 500 000,00 ₽",869200000221000876
2770135608621000048,/epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000048,Исполнение,"№ 
                                        
                                        53/05/21","19 500 000,00 ₽",373200640921000008
2771087800021000045,/epz/contract/contractCard/common-info.html?reestrNumber=2771087800021000045,Исполнение,"№ 
                                        
                                        ГК 6401/21-3759","65 354 265,47 ₽",173200001421000506
3182600115121000014,/epz/contract/contractCard/common-info.html?reestrNumber=3182600115121000014,Исполнение,"№ 
                                        
                                        08135000001210036210001","578 952,00 ₽",813500000121003621
2312314643921000013,/epz/contract/contractCard/common-info.html?reestrNumber=2312314643921000013,Исполнение,"№ 
                                        
                                        УК-1188 к","16 000 000,00 ₽",126200000421001188
3615134564021000074,/epz/contract/contractCard/common-info.html?reestrNumber=3615134564021000074,Исполнение завершено,"№ 
                                        
                                        2021.46","294 786,67 ₽",358300088221000046
2254020256621000091,/epz/contract/contractCard/common-info.html?reestrNumber=2254020256621000091,Исполнение завершено,"№ 
                                        
                                        08205000008210018050001","4 200 000,00 ₽",820500000821001805
1732902836221000127,/epz/contract/contractCard/common-info.html?reestrNumber=1732902836221000127,Исполнение,"№ 
                                        
                                        0368400000221000021","6 800 000,00 ₽",368400000221000021
2132619621621000004,/epz/contract/contractCard/common-info.html?reestrNumber=2132619621621000004,Исполнение завершено,"№ 
                                        
                                        0809500000321000484_221247","966 000,00 ₽",809500000321000484
2771963160021000135,/epz/contract/contractCard/common-info.html?reestrNumber=2771963160021000135,Исполнение завершено,"№ 
                                        
                                        0373200101021000083_ЭК","2 860 000,00 ₽",373200101021000083
1780130013621000109,/epz/contract/contractCard/common-info.html?reestrNumber=1780130013621000109,Исполнение,"№ 
                                        
                                        22/21-1","10 800 000,00 ₽",372100054621000090
2420521406421000007,/epz/contract/contractCard/common-info.html?reestrNumber=2420521406421000007,Исполнение завершено,"№ 
                                        
                                        41-ЭОК","6 000 000,00 ₽",139200000121002371
1773065447121000010,/epz/contract/contractCard/common-info.html?reestrNumber=1773065447121000010,Исполнение,"№ 
                                        
                                        01731000152210000010001","181 206 422,87 ₽",173100015221000001
2771087800021000039,/epz/contract/contractCard/common-info.html?reestrNumber=2771087800021000039,Исполнение,"№ 
                                        
                                        ГК 6401/21-3762","130 058 478,40 ₽",173200001421000537
2550119602521000024,/epz/contract/contractCard/common-info.html?reestrNumber=2550119602521000024,Исполнение завершено,"№ 
                                        
                                        235-ЭА","9 980 000,00 ₽",152200004721000235
2890101721221000022,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000022,Исполнение завершено,"№ 
                                        
                                        30-2021","10 712 173,33 ₽",190200000321003397
2771482395821000023,/epz/contract/contractCard/common-info.html?reestrNumber=2771482395821000023,Исполнение завершено,"№ 
                                        
                                        69-Р-051/21","15 600 000,00 ₽",873500000621000008
2100133881321000032,/epz/contract/contractCard/common-info.html?reestrNumber=2100133881321000032,Исполнение завершено,"№ 
                                        
                                        27 – ЭА - 2021","1 725 000,00 ₽",806500000221000251
2590229121221000039,/epz/contract/contractCard/common-info.html?reestrNumber=2590229121221000039,Исполнение,"№ 
                                        
                                        0156200002821000026","458 544,02 ₽",156200002821000026
1770153780821000033,/epz/contract/contractCard/common-info.html?reestrNumber=1770153780821000033,Исполнение,"№ 
                                        
                                        Ф-15-кс-2021","26 980 000,00 ₽",173100003121000010
3222514297821000029,/epz/contract/contractCard/common-info.html?reestrNumber=3222514297821000029,Исполнение завершено,"№ 
                                        
                                        2021-МК15","1 183 000,00 ₽",317300301921000438
1230902344821000085,/epz/contract/contractCard/common-info.html?reestrNumber=1230902344821000085,Исполнение,"№ 
                                        
                                        145-ЭА/21/У","4 590 000,00 ₽",318100057221000007
1770601611821000058,/epz/contract/contractCard/common-info.html?reestrNumber=1770601611821000058,Исполнение,"№ 
                                        
                                        078-02","46 000 000,00 ₽",273100000121000026
2770135608621000054,/epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000054,Исполнение завершено,"№ 
                                        
                                        57/05/21","46 947 541,32 ₽",373200640921000011
2770135608621000052,/epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000052,Исполнение,"№ 
                                        
                                        55/05/21","45 749 888,18 ₽",373200640921000012
2771202919321000031,/epz/contract/contractCard/common-info.html?reestrNumber=2771202919321000031,Исполнение завершено,"№ 
                                        
                                        22/21","6 000 000,00 ₽",373200008121000017
2770135608621000060,/epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000060,Исполнение,"№ 
                                        
                                        61/05/21","17 000 000,00 ₽",373200640921000013
2770135608621000058,/epz/contract/contractCard/common-info.html?reestrNumber=2770135608621000058,Исполнение,"№ 
                                        
                                        58/05/21","30 100 000,00 ₽",373200640921000014
2170104889121000015,/epz/contract/contractCard/common-info.html?reestrNumber=2170104889121000015,Исполнение,"№ 
                                        
                                        2021.1363","6 561 030,00 ₽",112200000821001363
2470312595621000031,/epz/contract/contractCard/common-info.html?reestrNumber=2470312595621000031,Исполнение,"№ 
                                        
                                        1516","3 000 000,00 ₽",845200000321000009
2550119602521000025,/epz/contract/contractCard/common-info.html?reestrNumber=2550119602521000025,Исполнение,"№ 
                                        
                                        247-ЭА","1 904 000,00 ₽",152200004721000247
3616420450121000028,/epz/contract/contractCard/common-info.html?reestrNumber=3616420450121000028,Исполнение завершено,"№ 
                                        
                                        2021.0026-П","4 927 600,00 ₽",358300284421000026
2561012836021000007,/epz/contract/contractCard/common-info.html?reestrNumber=2561012836021000007,Исполнение завершено,"№ 
                                        
                                        0853500000321002650-1","168 500,00 ₽",853500000321002650
2450112538221000029,/epz/contract/contractCard/common-info.html?reestrNumber=2450112538221000029,Исполнение прекращено,"№ 
                                        
                                        08435000002210009590001","700 000,00 ₽",843500000221000959
2645504666621000635,/epz/contract/contractCard/common-info.html?reestrNumber=2645504666621000635,Исполнение завершено,"№ 
                                        
                                        0860200000821002183_88204","2 061 257,61 ₽",860200000821002183
2890101721221000025,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000025,Исполнение завершено,"№ 
                                        
                                        32-2021","196 000,00 ₽",190200000321003540
2602702589221000004,/epz/contract/contractCard/common-info.html?reestrNumber=2602702589221000004,Исполнение,"№ 
                                        
                                        005","5 080 700,00 ₽",157200000321000328
1770216661021000018,/epz/contract/contractCard/common-info.html?reestrNumber=1770216661021000018,Исполнение завершено,"№ 
                                        
                                        16-04р-21-2827","4 680 000,00 ₽",173100008721000010
2032308228021000098,/epz/contract/contractCard/common-info.html?reestrNumber=2032308228021000098,Исполнение завершено,"№ 
                                        
                                        0102200001621001251","682 500,00 ₽",102200001621001251
2890101721221000023,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000023,Исполнение завершено,"№ 
                                        
                                        31-2021","1 564 485,00 ₽",190200000321003558
2470307759721000019,/epz/contract/contractCard/common-info.html?reestrNumber=2470307759721000019,Исполнение,"№ 
                                        
                                        21000418","2 368 057,50 ₽",145200000421000418
2770404312321000007,/epz/contract/contractCard/common-info.html?reestrNumber=2770404312321000007,Исполнение,"№ 
                                        
                                        02732000001210000030001","22 000 000,00 ₽",273200000121000003
2502412946821000058,/epz/contract/contractCard/common-info.html?reestrNumber=2502412946821000058,Исполнение,"№ 
                                        
                                        36/21","2 351 250,00 ₽",148200004921000035
2332909581221000004,/epz/contract/contractCard/common-info.html?reestrNumber=2332909581221000004,Исполнение завершено,"№ 
                                        
                                        04/21","80 000,00 ₽",128200000121002670
2366611244021000004,/epz/contract/contractCard/common-info.html?reestrNumber=2366611244021000004,Исполнение завершено,"№ 
                                        
                                        31","700 000,00 ₽",131200001021002552
2665850794721000001,/epz/contract/contractCard/common-info.html?reestrNumber=2665850794721000001,Исполнение,"№ 
                                        
                                        0162200011821000465","16 200 000,00 ₽",162200011821000465
2165542739521000044,/epz/contract/contractCard/common-info.html?reestrNumber=2165542739521000044,Исполнение прекращено,"№ 
                                        
                                        2021.015","3 701 000,00 ₽",811500001121000015
1773065447121000012,/epz/contract/contractCard/common-info.html?reestrNumber=1773065447121000012,Исполнение,"№ 
                                        
                                        01731000152210000020001","233 116 680,00 ₽",173100015221000002
1773602943521000021,/epz/contract/contractCard/common-info.html?reestrNumber=1773602943521000021,Исполнение завершено,"№ 
                                        
                                        0373100027521000006","1 234 200,00 ₽",373100027521000006
2370262166021000011,/epz/contract/contractCard/common-info.html?reestrNumber=2370262166021000011,Исполнение,"№ 
                                        
                                        44/2021","5 900 000,00 ₽",133200001721000820
2550119602521000033,/epz/contract/contractCard/common-info.html?reestrNumber=2550119602521000033,Исполнение,"№ 
                                        
                                        281-ЭА","999 999,40 ₽",152200004721000281
2490908578521000204,/epz/contract/contractCard/common-info.html?reestrNumber=2490908578521000204,Исполнение завершено,"№ 
                                        
                                        0147200000921000182","2 853 100,00 ₽",147200000921000182
2502413114621000004,/epz/contract/contractCard/common-info.html?reestrNumber=2502413114621000004,Исполнение завершено,"№ 
                                        
                                        10/06-21","1 530 000,00 ₽",348200026921000001
2753601057121000007,/epz/contract/contractCard/common-info.html?reestrNumber=2753601057121000007,Исполнение завершено,"№ 
                                        
                                        3618-ЭА","1 990 000,00 ₽",891200000621003517
1773010211021000057,/epz/contract/contractCard/common-info.html?reestrNumber=1773010211021000057,Исполнение завершено,"№ 
                                        
                                        019/ЦСМ/21","18 700 000,00 ₽",373100005021000019
1771437236721000023,/epz/contract/contractCard/common-info.html?reestrNumber=1771437236721000023,Исполнение,"№ 
                                        
                                        03731001359210000080001","1 900 000,00 ₽",373100135921000008
2332710117921000023,/epz/contract/contractCard/common-info.html?reestrNumber=2332710117921000023,Исполнение завершено,"№ 
                                        
                                        9А","5 400 000,00 ₽",128200000121002757
2165705230321000014,/epz/contract/contractCard/common-info.html?reestrNumber=2165705230321000014,Исполнение завершено,"№ 
                                        
                                        2021.11","194 500,00 ₽",311200049521000010
2254020256621000096,/epz/contract/contractCard/common-info.html?reestrNumber=2254020256621000096,Исполнение завершено,"№ 
                                        
                                        08205000008210022760001","2 850 000,00 ₽",820500000821002276
2890101721221000027,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000027,Исполнение завершено,"№ 
                                        
                                        36-2021","7 967 714,25 ₽",190200000321003851
1771437236721000017,/epz/contract/contractCard/common-info.html?reestrNumber=1771437236721000017,Исполнение завершено,"№ 
                                        
                                        03731001359210000090001","19 499 526,67 ₽",373100135921000009
2402703033821000061,/epz/contract/contractCard/common-info.html?reestrNumber=2402703033821000061,Исполнение завершено,"№ 
                                        
                                        0137200001221001527-01","248 553,00 ₽",137200001221001527
2575304002621000009,/epz/contract/contractCard/common-info.html?reestrNumber=2575304002621000009,Исполнение,"№ 
                                        
                                        2","1 700 000,00 ₽",154200000721000288
2352535088221000006,/epz/contract/contractCard/common-info.html?reestrNumber=2352535088221000006,Исполнение,"№ 
                                        
                                        19-4к-2021","11 469 988,00 ₽",830500000221000760
2165705230321000013,/epz/contract/contractCard/common-info.html?reestrNumber=2165705230321000013,Исполнение завершено,"№ 
                                        
                                        2021.13","980 000,00 ₽",311200049521000012
2165542739521000052,/epz/contract/contractCard/common-info.html?reestrNumber=2165542739521000052,Исполнение,"№ 
                                        
                                        2021.016","5 917 593,06 ₽",811500001121000016
2770404312321000008,/epz/contract/contractCard/common-info.html?reestrNumber=2770404312321000008,Исполнение,"№ 
                                        
                                        02732000001210000040001","34 000 000,00 ₽",273200000121000004
3290401592821000011,/epz/contract/contractCard/common-info.html?reestrNumber=3290401592821000011,Исполнение,"№ 
                                        
                                        4","183 993,76 ₽",124300004821000005
2222510044921000005,/epz/contract/contractCard/common-info.html?reestrNumber=2222510044921000005,Исполнение,"№ 
                                        
                                        0817200000321004022","12 000 000,00 ₽",817200000321004022
2290109906021000005,/epz/contract/contractCard/common-info.html?reestrNumber=2290109906021000005,Исполнение,"№ 
                                        
                                        18/ЗК-44-2021-М","1 000 000,00 ₽",124200000621002130
2700000093421000063,/epz/contract/contractCard/common-info.html?reestrNumber=2700000093421000063,Исполнение,"№ 
                                        
                                        01652000001210000320001","3 767 595,00 ₽",165200000121000032
2165542739521000049,/epz/contract/contractCard/common-info.html?reestrNumber=2165542739521000049,Исполнение завершено,"№ 
                                        
                                        2021.017","40 875 412,50 ₽",811500001121000017
3246621501221000052,/epz/contract/contractCard/common-info.html?reestrNumber=3246621501221000052,Исполнение завершено,"№ 
                                        
                                        Ф.2021.0630","135 726 100,00 ₽",119300019821000630
2890101721221000026,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000026,Исполнение завершено,"№ 
                                        
                                        35-2021","1 089 011,20 ₽",190200000321003978
2771066014921000050,/epz/contract/contractCard/common-info.html?reestrNumber=2771066014921000050,Исполнение завершено,"№ 
                                        
                                        0373200082121000240","26 450 000,00 ₽",373200082121000240
2312344604821000017,/epz/contract/contractCard/common-info.html?reestrNumber=2312344604821000017,Исполнение завершено,"№ 
                                        
                                        16","400 000,00 ₽",126200000421001434
3281200076021000005,/epz/contract/contractCard/common-info.html?reestrNumber=3281200076021000005,Исполнение завершено,"№ 
                                        
                                        7490414/0521","2 291 000,00 ₽",123300014621000027
2890101260921000006,/epz/contract/contractCard/common-info.html?reestrNumber=2890101260921000006,Исполнение завершено,"№ 
                                        
                                        89-02/01-19/28","2 029 500,00 ₽",190200000321004032
3502007893521000003,/epz/contract/contractCard/common-info.html?reestrNumber=3502007893521000003,Исполнение завершено,"№ 
                                        
                                        19-21","1 193 887,00 ₽",848300054821000071
2552300339721000006,/epz/contract/contractCard/common-info.html?reestrNumber=2552300339721000006,Исполнение,"№ 
                                        
                                        Ф.2021.02","136 194,00 ₽",352200005921000002
2782546674021000030,/epz/contract/contractCard/common-info.html?reestrNumber=2782546674021000030,Исполнение завершено,"№ 
                                        
                                        28865","356 000,00 ₽",345200008721000005
1770656053621000014,/epz/contract/contractCard/common-info.html?reestrNumber=1770656053621000014,Исполнение прекращено,"№ 
                                        
                                        0006-16-21","7 000 000,00 ₽",173100010921000006
1770656053621000016,/epz/contract/contractCard/common-info.html?reestrNumber=1770656053621000016,Исполнение завершено,"№ 
                                        
                                        0007-01-21","15 000 000,00 ₽",173100010921000007
2771482395821000009,/epz/contract/contractCard/common-info.html?reestrNumber=2771482395821000009,Исполнение,"№ 
                                        
                                        69-Р-019/21","14 520 588,00 ₽",873500000621000001
3590200083321000001,/epz/contract/contractCard/common-info.html?reestrNumber=3590200083321000001,Исполнение завершено,"№ 
                                        
                                        13-03-22/30","1 300 000,00 ₽",156300065621000003
2502412946821000026,/epz/contract/contractCard/common-info.html?reestrNumber=2502412946821000026,Исполнение,"№ 
                                        
                                        26/21","2 875 000,00 ₽",148200004921000001
2263621016621000002,/epz/contract/contractCard/common-info.html?reestrNumber=2263621016621000002,Исполнение,"№ 
                                        
                                        12","1 933 890,00 ₽",121200004721000029
2170105135821000002,/epz/contract/contractCard/common-info.html?reestrNumber=2170105135821000002,Исполнение завершено,"№ 
                                        
                                        2021.000118","8 103 150,00 ₽",112200000821000118
